src/hooks/useEventsApi.ts(3,10): error TS6133: 'Session' is declared but its value is never read.
src/hooks/useEventsApi.ts(3,19): error TS6133: 'Event' is declared but its value is never read.
src/hooks/useEventsApi.ts(28,5): error TS2554: Expected 1-2 arguments, but got 3.
src/hooks/useEventsApi.ts(39,5): error TS2554: Expected 1-2 arguments, but got 3.
src/hooks/useEventsApi.ts(50,5): error TS2554: Expected 1-2 arguments, but got 3.
src/hooks/useEventsApi.ts(69,5): error TS2554: Expected 1-2 arguments, but got 3.
src/hooks/useEventsApi.ts(79,5): error TS2554: Expected 1-2 arguments, but got 3.
src/hooks/useEventsApi.ts(91,5): error TS2554: Expected 1-2 arguments, but got 3.
src/hooks/useEventsApi.ts(103,5): error TS2554: Expected 1-2 arguments, but got 3.
src/hooks/useEventsApi.ts(115,35): error TS2559: Type 'string' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsApi.ts(116,35): error TS2559: Type 'string[]' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsApi.ts(124,35): error TS2559: Type 'string[]' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsApi.ts(125,35): error TS2559: Type 'string[]' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsApi.ts(133,35): error TS2559: Type 'string[]' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsWebSocket.ts(9,3): error TS6133: 'SessionUpdatedMessage' is declared but its value is never read.
src/hooks/useEventsWebSocket.ts(45,39): error TS2339: Property 'propertyId' does not exist on type '{ sessionId: string; userId: string; hotel: string; destination: string; status: "LIVE" | "DORMANT" | "CONFIRMED_BOOKING" | "ABANDONED"; createdAt: string; updatedAt: string; currentStage: number; ... 9 more ...; ipAddress?: string | undefined; }'.
src/hooks/useEventsWebSocket.ts(57,45): error TS2559: Type 'string[]' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsWebSocket.ts(58,45): error TS2559: Type 'string[]' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsWebSocket.ts(75,45): error TS2559: Type 'string[]' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsWebSocket.ts(87,45): error TS2559: Type 'string[]' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsWebSocket.ts(102,41): error TS2559: Type 'string[]' has no properties in common with type 'InvalidateQueryFilters<readonly unknown[]>'.
src/hooks/useEventsWebSocket.ts(145,9): error TS2322: Type '"subscribe"' is not assignable to type '"SESSION_UPDATE" | "NEW_EVENT" | "METRICS_UPDATE" | "USER_COUNT" | "HEALTH_UPDATE" | "ERROR" | "PING" | "PONG" | "analytics.metrics.updated" | "session.updated" | undefined'.
src/hooks/useLiveEvents.ts(203,25): error TS2345: Argument of type 'EventType' is not assignable to parameter of type 'never'.
src/pages/Overview.tsx(19,10): error TS6133: 'CustomEvent' is declared but its value is never read.
src/pages/Overview.tsx(247,17): error TS2322: Type '{ events: { eventId: string; sessionId: string; eventType: string; timestamp: string; data: {}; userAgent: string; }[]; onFiltersChange: Dispatch<SetStateAction<{ categories: string[]; eventTypes: EventType[]; importance: string[]; timeRange: string; searchText: string; }>>; currentFilters: { ...; }; }' is not assignable to type 'IntrinsicAttributes & EventFiltersProps'.
